,close,high,low,open,time,volumefrom,volumeto,timestamp
0,6910.11,7303.65,6811.89,7181.2,1521896400,10467.24,73663223.7,2018-03-24 15:00:00
1,6578.8,7064.7,6482.92,6910.11,1521982800,14471.58,98872552.0,2018-03-25 16:00:00
2,6434.68,6659.73,6238.58,6578.8,1522069200,20620.57,132822892.26,2018-03-26 16:00:00
3,6483.23,6580.4,6253.83,6433.53,1522155600,14177.02,91285255.4,2018-03-27 16:00:00
4,6089.94,6523.57,6045.77,6488.55,1522242000,18651.48,116702412.85,2018-03-28 16:00:00
5,5697.92,6176.72,5385.13,6089.95,1522328400,43924.93,253924184.89,2018-03-29 16:00:00
6,5830.68,5850.71,5335.88,5697.92,1522414800,27103.62,150734261.15,2018-03-30 16:00:00
7,5435.28,5830.68,5378.68,5830.68,1522501200,13632.36,76512749.32,2018-03-31 16:00:00
8,5690.27,5775.48,5247.04,5435.06,1522587600,23434.74,129757883.44,2018-04-01 16:00:00
9,5999.22,6043.46,5608.77,5688.89,1522674000,16318.49,95535032.25,2018-04-02 16:00:00
10,5753.52,6445.41,5704.5,5997.85,1522760400,18781.32,112028631.46,2018-04-03 16:00:00
11,5448.53,5795.34,5356.09,5753.52,1522846800,22284.68,123810972.88,2018-04-04 16:00:00
12,5409.35,5662.53,5314.23,5448.53,1522933200,16789.18,91954661.77,2018-04-05 16:00:00
13,5599.85,5647.6,5333.13,5409.35,1523019600,10498.06,57660053.31,2018-04-06 16:00:00
14,5771.4,5791.9,5527.81,5599.85,1523106000,8460.07,48041840.15,2018-04-07 16:00:00
15,5494.43,5858.27,5451.48,5772.11,1523192400,13819.42,78470891.86,2018-04-08 16:00:00
16,5484.45,5530.61,5382.29,5494.43,1523278800,11419.74,62442368.79,2018-04-09 16:00:00
17,5543.43,5578.26,5469.22,5484.44,1523365200,9033.02,50019200.61,2018-04-10 16:00:00
18,6249.59,6463.38,5475.22,5543.43,1523451600,24880.72,148165246.25,2018-04-11 16:00:00
19,6660.68,6690.9,6145.56,6249.63,1523538000,24105.11,154377693.42,2018-04-12 16:00:00
20,6427.04,6670.2,6328.63,6660.3,1523624400,15382.5,100159067.93,2018-04-13 16:00:00
21,6782.12,6818.55,6412.38,6426.97,1523710800,10464.27,69138492.75,2018-04-14 16:00:00
22,6434.52,6826.07,6421.61,6782.01,1523797200,14834.28,98606264.41,2018-04-15 16:00:00
23,6576.2,6605.66,6380.54,6434.74,1523883600,10935.51,71202654.01,2018-04-16 16:00:00
24,6548.42,6596.81,6345.19,6576.2,1523970000,11895.36,77140622.68,2018-04-17 16:00:00
25,6656.92,6685.96,6432.25,6548.42,1524056400,12017.8,79170468.43,2018-04-18 16:00:00
26,6941.58,6970.22,6614.52,6658.0,1524142800,16113.07,109302091.9,2018-04-19 16:00:00
27,7132.22,7365.8,6883.29,6940.26,1524229200,19343.92,137424731.08,2018-04-20 16:00:00
28,7241.3,7356.56,7088.95,7133.41,1524315600,9154.22,66094314.44,2018-04-21 16:00:00
29,7315.07,7354.13,7100.41,7241.3,1524402000,11164.06,81045990.0,2018-04-22 16:00:00
30,7312.49,7315.07,7312.49,7315.07,1524488400,0.0,0.0,2018-04-23 16:00:00
