,close,high,low,open,time,volumefrom,volumeto,timestamp
0,168.3,176.6,159.3,172.87,1521896400,5544.98,937360.73,2018-03-24 15:00:00
1,155.5,177.0,153.05,168.27,1521982800,5322.96,877178.04,2018-03-25 16:00:00
2,149.25,161.46,148.04,155.5,1522069200,10727.5,1644903.7,2018-03-26 16:00:00
3,157.89,163.0,148.76,149.25,1522155600,6601.48,1024554.37,2018-03-27 16:00:00
4,149.06,166.24,147.58,157.89,1522242000,13451.1,2082739.13,2018-03-28 16:00:00
5,141.35,152.12,131.44,149.09,1522328400,15991.8,2294296.45,2018-03-29 16:00:00
6,146.21,146.46,133.55,141.35,1522414800,9150.87,1271964.24,2018-03-30 16:00:00
7,141.39,148.41,136.73,146.21,1522501200,6067.76,864406.88,2018-03-31 16:00:00
8,143.98,147.3,131.94,141.39,1522587600,7369.69,1039153.12,2018-04-01 16:00:00
9,150.68,154.03,141.21,143.98,1522674000,4422.12,656478.96,2018-04-02 16:00:00
10,144.84,157.27,142.6,150.71,1522760400,5059.02,766021.44,2018-04-03 16:00:00
11,138.37,145.9,132.56,144.8,1522846800,6698.73,928726.07,2018-04-04 16:00:00
12,136.05,143.26,133.99,138.37,1522933200,6058.96,846501.74,2018-04-05 16:00:00
13,135.95,140.65,129.92,136.05,1523019600,3871.61,523452.68,2018-04-06 16:00:00
14,142.19,145.54,132.95,139.78,1523106000,4289.22,595483.27,2018-04-07 16:00:00
15,134.65,148.89,133.87,139.06,1523192400,4729.58,665368.01,2018-04-08 16:00:00
16,133.12,138.73,131.21,134.65,1523278800,3156.87,425478.64,2018-04-09 16:00:00
17,135.27,136.72,131.88,133.12,1523365200,2455.29,329680.7,2018-04-10 16:00:00
18,150.17,151.79,132.49,135.27,1523451600,8703.69,1223533.94,2018-04-11 16:00:00
19,163.75,163.98,147.51,150.17,1523538000,8618.86,1330663.06,2018-04-12 16:00:00
20,154.01,163.86,149.6,163.75,1523624400,7291.04,1142436.01,2018-04-13 16:00:00
21,166.55,168.23,150.29,153.91,1523710800,4561.34,721889.58,2018-04-14 16:00:00
22,154.74,168.44,153.99,166.94,1523797200,7469.77,1197009.41,2018-04-15 16:00:00
23,161.67,164.49,150.07,154.74,1523883600,7940.02,1242210.21,2018-04-16 16:00:00
24,182.85,187.85,151.74,161.67,1523970000,8602.88,1508408.12,2018-04-17 16:00:00
25,187.52,191.21,176.0,182.85,1524056400,7364.77,1354580.57,2018-04-18 16:00:00
26,205.4,208.4,179.59,187.52,1524142800,9100.21,1800532.01,2018-04-19 16:00:00
27,201.32,222.06,193.28,205.4,1524229200,11649.67,2430678.73,2018-04-20 16:00:00
28,227.12,229.42,197.88,201.32,1524315600,9298.69,1979915.53,2018-04-21 16:00:00
29,229.77,231.88,215.11,226.5,1524402000,12251.1,2764162.16,2018-04-22 16:00:00
30,229.14,230.25,229.14,229.77,1524488400,3.25,742.39,2018-04-23 16:00:00
