,close,high,low,open,time,volumefrom,volumeto,timestamp
0,421.9,440.95,415.98,436.37,1521896400,32545.91,13924567.7,2018-03-24 15:00:00
1,396.08,434.45,385.58,421.9,1521982800,61339.03,25007567.74,2018-03-25 16:00:00
2,364.49,399.37,362.57,396.08,1522069200,110031.15,41703425.62,2018-03-26 16:00:00
3,368.79,381.01,356.08,364.39,1522155600,85893.72,31711878.11,2018-03-27 16:00:00
4,329.42,373.25,328.65,368.79,1522242000,124600.35,42799957.87,2018-03-28 16:00:00
5,318.88,341.07,294.1,329.42,1522328400,326570.77,101968495.33,2018-03-29 16:00:00
6,328.99,339.56,298.16,318.88,1522414800,124184.16,39141258.43,2018-03-30 16:00:00
7,304.58,331.32,302.82,330.04,1522501200,57895.77,18283762.76,2018-03-31 16:00:00
8,314.33,318.99,291.23,304.2,1522587600,90167.12,27566969.96,2018-04-01 16:00:00
9,328.48,331.29,305.88,314.33,1522674000,77941.85,24931722.22,2018-04-02 16:00:00
10,314.37,344.82,310.03,328.48,1522760400,98299.27,32300810.67,2018-04-03 16:00:00
11,305.83,316.3,299.17,314.17,1522846800,86494.3,26656932.68,2018-04-04 16:00:00
12,300.74,317.66,297.01,305.82,1522933200,76785.64,23494278.42,2018-04-05 16:00:00
13,311.32,313.24,296.77,300.75,1523019600,61052.34,18563522.76,2018-04-06 16:00:00
14,328.24,329.46,306.56,311.33,1523106000,42725.2,13577222.18,2018-04-07 16:00:00
15,321.23,352.69,319.33,328.01,1523192400,106979.33,35771547.34,2018-04-08 16:00:00
16,322.38,327.11,315.28,321.26,1523278800,44396.63,14266911.73,2018-04-09 16:00:00
17,335.74,340.26,321.67,322.38,1523365200,55736.11,18576169.69,2018-04-10 16:00:00
18,375.51,387.7,335.3,335.74,1523451600,128698.35,45828697.59,2018-04-11 16:00:00
19,428.47,429.98,366.12,375.48,1523538000,181342.77,72450431.97,2018-04-12 16:00:00
20,396.93,429.38,391.36,428.72,1523624400,109907.77,45012093.43,2018-04-13 16:00:00
21,425.66,427.97,396.66,396.93,1523710800,54463.35,22544314.45,2018-04-14 16:00:00
22,406.27,435.99,405.29,425.66,1523797200,83129.83,34905323.89,2018-04-15 16:00:00
23,416.74,421.9,401.41,406.27,1523883600,79092.24,32390608.34,2018-04-16 16:00:00
24,417.86,419.83,405.33,416.75,1523970000,45767.17,18867660.72,2018-04-17 16:00:00
25,438.7,472.24,410.16,417.86,1524056400,61323.68,26303889.41,2018-04-18 16:00:00
26,481.15,484.43,436.63,438.72,1524142800,103105.02,47650835.81,2018-04-19 16:00:00
27,484.7,512.02,469.01,481.15,1524229200,119718.49,58500529.42,2018-04-20 16:00:00
28,506.67,519.02,477.84,484.95,1524315600,65536.64,32659857.19,2018-04-21 16:00:00
29,526.75,528.6,502.65,506.67,1524402000,69466.93,35985919.69,2018-04-22 16:00:00
30,526.2,526.75,526.2,526.75,1524488400,0.0,0.0,2018-04-23 16:00:00
